TF	target	importance	cc	TF_type	target_type	targetN
L-Alanine	Solyc06g048570.3	41.96276555352034	1	energy	gene	50
Gal	Solyc02g092510.3	48.43899298696608	1	sugar	gene	50
L-Alanine	Solyc04g008430.1	41.135342462839525	1	energy	gene	50
Gal	Solyc06g034370.1	47.67269504190674	1	sugar	gene	50
Gal	Solyc10g085190.2	37.62293254054475	1	sugar	gene	50
L-Alanine	Solyc11g005770.2	35.02657290733053	1	energy	gene	50
Gal	Solyc06g069040.4	42.22522977029701	1	sugar	gene	50
L-Alanine	Solyc06g076820.1	37.75568786078391	1	energy	TF	50
L-Alanine	Solyc09g082340.2	36.02371658963354	1	energy	gene	50
L-Alanine	Solyc05g041540.4	42.24889338111056	1	energy	gene	50
Gal	Solyc03g116170.3	37.65681937238636	1	sugar	gene	50
Gal	Solyc08g080660.1	47.44071186189451	1	sugar	gene	50
L-Alanine	Solyc03g118190.4	42.27588807831975	1	energy	TF	50
Gal	Solyc01g067330.3	47.40064144631168	1	sugar	gene	50
Gal	Solyc03g097700.3	41.79409744045641	1	sugar	gene	50
L-Alanine	Solyc04g050625.1	42.071143405144255	1	energy	gene	50
Gal	Solyc11g070070.3	58.69374064231044	1	sugar	TF	50
L-Alanine	Solyc07g055880.1	37.22020171852525	1	energy	gene	50
L-Alanine	Solyc02g093580.4	44.29918517179914	1	energy	gene	50
Gal	Solyc01g057910.3	35.81258846656363	1	sugar	TF	50
L-Alanine	Solyc07g054170.3	40.557745493639686	1	energy	gene	50
L-Alanine	Solyc06g073740.3	46.466459641425054	1	energy	gene	50
L-Alanine	Solyc08g068730.1	35.85731880067418	1	energy	TR	50
Gal	Solyc07g056410.3	46.43887762132347	1	sugar	gene	50
L-Alanine	Solyc12g098580.1	36.46418210078978	1	energy	gene	50
Gal	Solyc11g069680.1	54.18604100179652	1	sugar	gene	50
Gal	Solyc05g056500.1	54.149878917488	1	sugar	gene	50
L-Alanine	Solyc08g062180.3	35.541349401237824	1	energy	gene	50
Gal	Solyc05g055030.2	39.43851268338082	1	sugar	TF	50
L-Alanine	Solyc02g087800.3	39.24785057395594	1	energy	gene	50
Gal	Solyc03g025380.3	44.92358867028548	1	sugar	gene	50
Gal	Solyc02g084930.3	38.19829869485023	1	sugar	gene	50
L-Alanine	Solyc03g043895.1	40.28783963544983	1	energy	TF	50
Gal	Solyc12g087950.1	39.41779419944599	1	sugar	gene	50
Gal	Solyc03g121140.4	38.5051581915236	1	sugar	gene	50
L-Alanine	Solyc06g076220.3	35.73705242633604	1	energy	gene	50
Gal	Solyc07g017880.4	35.73618858732737	1	sugar	gene	50
Gal	Solyc08g080670.1	52.76621242171605	1	sugar	gene	50
L-Alanine	Solyc05g012260.3	45.55001281541256	1	energy	gene	50
L-Alanine	Solyc06g035970.3	36.67015704907233	1	energy	gene	50
L-Alanine	Solyc06g068360.3	51.74597794663189	1	energy	TF	50
L-Alanine	Solyc03g113870.1	39.3610382901703	1	energy	gene	50
L-Alanine	Solyc05g008380.4	38.50963818733979	1	energy	gene	50
L-Alanine	Solyc11g008080.3	51.82374278057515	1	energy	gene	50
L-Alanine	Solyc09g065170.2	38.161433367903406	1	energy	gene	50
Gal	novel.1258	46.54227250500828	1	sugar	gene	50
Gal	Solyc06g084370.1	39.47223035004271	1	sugar	gene	50
L-Alanine	Solyc12g042210.2	54.156304763430086	1	energy	TF	50
L-Alanine	Solyc03g119660.2	36.37275967592168	1	energy	gene	50
L-Alanine	Solyc03g119770.4	37.12421800939986	1	energy	TF	50
Gal	Solyc03g083730.1	38.61714129656816	1	sugar	gene	50
L-Alanine	Solyc03g117130.3	43.63231002755776	1	energy	TF	50
Gal	Solyc06g071320.3	38.264666706945526	1	sugar	gene	50
Gal	Solyc03g080190.3	37.07518971788007	1	sugar	gene	50
L-Alanine	Solyc09g082810.3	37.04048705255352	1	energy	gene	50
Gal	Solyc06g061230.3	58.36572081570392	1	sugar	gene	50
L-Alanine	Solyc08g079570.3	43.59884217653832	1	energy	gene	50
Gal	Solyc09g007730.4	43.56414482523414	1	sugar	gene	50
L-Alanine	Solyc01g081340.4	44.064896626543295	1	energy	gene	50
Gal	Solyc07g043250.1	44.15659309244428	1	sugar	gene	50
L-Alanine	Solyc03g005020.3	40.601840402987314	1	energy	gene	50
L-Alanine	Solyc03g083620.1	39.47926594117632	1	energy	gene	50
Gal	Solyc04g078710.3	35.46053908754723	1	sugar	gene	50
L-Alanine	Solyc02g076680.3	37.91677307161632	1	energy	gene	50
L-Alanine	Solyc05g007950.4	35.461084454209626	1	energy	gene	50
L-Alanine	Solyc09g005560.4	38.62301988030135	1	energy	TF	50
Gal	Solyc03g043860.2	56.72435562510049	1	sugar	gene	50
Rha	Solyc11g066890.1	38.2914541035028	1	sugar	gene	51
Rha	Solyc11g064800.3	43.0312951223019	1	sugar	TF	51
Rha	Solyc04g007810.1	43.53946741439909	1	sugar	gene	51
Rha	Solyc05g010010.1	46.014238200750654	1	sugar	gene	51
Rha	Solyc12g011370.3	41.38995280485854	1	sugar	gene	51
Rha	Solyc03g096070.3	36.558477330536775	1	sugar	gene	51
Rha	Solyc06g036100.3	36.618190589879305	1	sugar	gene	51
Rha	Solyc02g093950.3	47.13828341994878	1	sugar	gene	51
Rha	Solyc02g087120.4	46.814001462753886	1	sugar	gene	51
Rha	Solyc03g034000.3	42.41650047587136	1	sugar	TF	51
Rha	Solyc08g041700.1	39.90322720291363	1	sugar	gene	51
Rha	Solyc08g048290.4	38.41061855520056	1	sugar	gene	51
Rha	Solyc06g082730.2	38.13100519706333	1	sugar	gene	51
Rha	Solyc10g076190.2	46.1349723195148	1	sugar	gene	51
Rha	Solyc05g056530.4	38.11022822795084	1	sugar	TR	51
Rha	Solyc04g016380.3	36.1567853121497	1	sugar	gene	51
Rha	Solyc09g011520.3	36.830376287890125	1	sugar	gene	51
Rha	Solyc06g069230.3	46.699812088799945	1	sugar	gene	51
Rha	Solyc07g055490.4	47.78649067627674	1	sugar	gene	51
Rha	Solyc01g008500.4	43.92866230394122	1	sugar	gene	51
Rha	Solyc01g068520.1	36.38276181958813	1	sugar	gene	51
Rha	Solyc08g076880.3	36.45800633687229	1	sugar	gene	51
Rha	Solyc07g045010.3	41.9987158473043	1	sugar	gene	51
Rha	Solyc01g007960.3	40.5643433142264	1	sugar	gene	51
Rha	Solyc05g009280.4	46.06428272399607	1	sugar	gene	51
Rha	Solyc03g120930.1	37.45900829513607	1	sugar	gene	51
Rha	Solyc02g014220.3	46.68985531184956	1	sugar	gene	51
Rha	Solyc09g009520.3	39.68102815942675	1	sugar	gene	51
Rha	Solyc01g105180.3	39.64567547948066	1	sugar	gene	51
Rha	Solyc03g046270.4	39.04482592060618	1	sugar	gene	51
Rha	Solyc04g076200.3	35.34937319446816	1	sugar	gene	51
Rha	Solyc02g077050.3	39.005395838200265	1	sugar	gene	51
Rha	Solyc06g071840.3	35.33377693582853	1	sugar	gene	51
Rha	Solyc07g065660.4	35.759962243912256	1	sugar	gene	51
Rha	Solyc06g076800.3	38.97754661328557	1	sugar	gene	51
Rha	Solyc01g095750.2	38.64336705885275	1	sugar	gene	51
Rha	Solyc11g006530.3	39.14650873422152	1	sugar	gene	51
Rha	Solyc02g084790.3	39.61184837074956	1	sugar	gene	51
Rha	Solyc05g046130.4	35.243062578623494	1	sugar	gene	51
Rha	Solyc01g081600.3	35.23688223317029	1	sugar	gene	51
Rha	Solyc12g009880.1	35.09518762996842	1	sugar	gene	51
Rha	Solyc12g062690.2	38.43611821272767	1	sugar	gene	51
Rha	Solyc02g071090.3	35.20819216641957	1	sugar	gene	51
Rha	Solyc02g084780.4	38.91883283987168	1	sugar	gene	51
Rha	Solyc04g007000.2	38.86204414199531	1	sugar	TF	51
Rha	Solyc11g011380.2	39.519094951817294	1	sugar	gene	51
Rha	Solyc09g007030.3	49.66802834458391	1	sugar	gene	51
Rha	Solyc08g007240.4	35.59183718311082	1	sugar	gene	51
Rha	Solyc11g012420.2	35.33264442949899	1	sugar	gene	51
Rha	Solyc12g098620.2	39.24605802722185	1	sugar	TF	51
Rha	Solyc07g053540.1	35.56133657872223	1	sugar	gene	51
cyclic-AMP	Solyc12g088190.2	35.95377316829386	1	energy	gene	52
cyclic-AMP	Solyc07g048070.3	35.0822624162313	1	energy	gene	52
cyclic-AMP	Solyc02g084790.3	47.51932008253127	1	energy	gene	52
cyclic-AMP	Solyc07g041940.3	35.945962992343134	1	energy	gene	52
cyclic-AMP	Solyc12g005730.2	36.47750787068268	1	energy	gene	52
cyclic-AMP	Solyc02g079290.3	41.9730571327869	1	energy	gene	52
cyclic-AMP	Solyc02g071210.3	46.16671660706808	1	energy	gene	52
cyclic-AMP	Solyc01g095930.4	37.25527915917728	1	energy	gene	52
cyclic-AMP	Solyc01g096320.3	35.57067105904059	1	energy	TF	52
cyclic-AMP	Solyc03g006700.3	39.16142221159346	1	energy	gene	52
cyclic-AMP	Solyc07g055490.4	37.483894273983054	1	energy	gene	52
cyclic-AMP	Solyc01g090120.3	41.9105449730498	1	energy	gene	52
cyclic-AMP	Solyc11g007945.1	43.05829072999864	1	energy	gene	52
cyclic-AMP	Solyc10g009240.3	38.41835058106631	1	energy	gene	52
cyclic-AMP	Solyc01g110380.3	39.46558655546054	1	energy	gene	52
cyclic-AMP	Solyc03g097570.3	40.95306812749976	1	energy	gene	52
cyclic-AMP	Solyc02g087120.4	38.238845366262	1	energy	gene	52
cyclic-AMP	Solyc10g024420.3	40.03116834783789	1	energy	gene	52
cyclic-AMP	Solyc02g085110.4	38.437970460368895	1	energy	gene	52
cyclic-AMP	Solyc06g036470.3	35.16290378060616	1	energy	gene	52
cyclic-AMP	Solyc03g117800.4	36.36209404880585	1	energy	gene	52
cyclic-AMP	Solyc11g072920.2	36.8621166000649	1	energy	gene	52
cyclic-AMP	Solyc01g109120.3	42.15889505410675	1	energy	gene	52
cyclic-AMP	Solyc06g060760.3	37.74723311100514	1	energy	gene	52
cyclic-AMP	Solyc01g008050.4	42.45777089879788	1	energy	gene	52
cyclic-AMP	Solyc06g062880.2	42.09343489814646	1	energy	gene	52
cyclic-AMP	Solyc11g011050.2	44.60576011823543	1	energy	TF	52
cyclic-AMP	Solyc01g081630.4	36.053015856307375	1	energy	TF	52
cyclic-AMP	Solyc09g082270.4	35.54833795975044	1	energy	gene	52
cyclic-AMP	Solyc01g110110.3	35.82136826637292	1	energy	gene	52
cyclic-AMP	Solyc07g065930.3	38.94391169514536	1	energy	TR	52
cyclic-AMP	Solyc01g105370.4	44.8092827814307	1	energy	gene	52
cyclic-AMP	Solyc06g060320.4	36.24911747234967	1	energy	gene	52
cyclic-AMP	Solyc09g065760.4	35.757136178418335	1	energy	gene	52
cyclic-AMP	Solyc01g100040.3	35.71630411104415	1	energy	gene	52
cyclic-AMP	Solyc06g075650.3	47.08130057202175	1	energy	gene	52
cyclic-AMP	Solyc02g087890.4	39.38786122499341	1	energy	gene	52
cyclic-AMP	Solyc09g083290.3	43.78366393583541	1	energy	TR	52
cyclic-AMP	Solyc09g007380.3	36.161882062013404	1	energy	gene	52
cyclic-AMP	Solyc06g065870.3	35.65025133383818	1	energy	gene	52
cyclic-AMP	Solyc04g082030.1	37.12094380016238	1	energy	gene	52
cyclic-AMP	Solyc04g081755.2	36.10429680722111	1	energy	gene	52
cyclic-AMP	Solyc08g044260.4	35.43622895919521	1	energy	gene	52
cyclic-AMP	Solyc01g079300.4	45.57526685845251	1	energy	gene	52
cyclic-AMP	Solyc07g006710.2	35.65598349933939	1	energy	gene	52
cyclic-AMP	Solyc07g055670.1	40.20323701879708	1	energy	gene	52
cyclic-AMP	Solyc03g111690.4	38.40425094851509	1	energy	gene	52
cyclic-AMP	Solyc10g079150.3	37.059012459888	1	energy	TF	52
cyclic-AMP	novel.1690	36.78890978025252	1	energy	gene	52
cyclic-AMP	Solyc02g093270.4	37.08098712812176	1	energy	gene	52
cyclic-AMP	Solyc11g066890.1	38.78269013868052	1	energy	gene	52
cyclic-AMP	Solyc02g082690.3	37.71017089808654	1	energy	gene	52
Succinic-acid	Solyc02g091080.2	35.628843188737825	1	energy	gene	60
Succinic-acid	Solyc06g034370.1	37.05779591903688	1	energy	gene	60
Succinic-acid	Solyc06g061230.3	35.42406808993336	1	energy	gene	60
Succinic-acid	Solyc08g068300.3	53.90399514445054	1	energy	gene	60
Succinic-acid	Solyc01g057680.4	39.9329733037297	1	energy	gene	60
Succinic-acid	Solyc01g079930.3	35.84734870459954	1	energy	gene	60
Succinic-acid	Solyc09g010570.1	41.00522357231589	1	energy	gene	60
Succinic-acid	Solyc10g085190.2	44.027519526226506	1	energy	gene	60
Succinic-acid	novel.6101	37.37108325762029	1	energy	gene	60
Succinic-acid	Solyc03g080110.3	39.2885608913984	1	energy	gene	60
Succinic-acid	Solyc02g086880.4	37.37263491903861	1	energy	gene	60
Succinic-acid	novel.2471	37.8048211380451	1	energy	gene	60
Succinic-acid	Solyc01g097880.4	37.02110704350532	1	energy	gene	60
Succinic-acid	Solyc11g040040.2	35.44065716083224	1	energy	gene	60
Succinic-acid	Solyc07g043250.1	38.28534737371979	1	energy	gene	60
Succinic-acid	Solyc03g043860.2	38.14529264150828	1	energy	gene	60
Succinic-acid	Solyc01g067330.3	37.2966204867664	1	energy	gene	60
Succinic-acid	Solyc06g068230.4	39.04634481290044	1	energy	gene	60
Succinic-acid	Solyc10g076670.3	35.55604073952359	1	energy	gene	60
Succinic-acid	Solyc01g096420.3	37.20901554732315	1	energy	gene	60
Succinic-acid	Solyc01g079940.4	35.292255339590994	1	energy	gene	60
Succinic-acid	Solyc12g099430.2	45.88229647714438	1	energy	gene	60
Succinic-acid	Solyc07g065650.2	36.96751745918216	1	energy	gene	60
Succinic-acid	Solyc01g080460.3	38.97733000535844	1	energy	gene	60
Succinic-acid	Solyc03g120450.4	45.7361008734575	1	energy	gene	60
Succinic-acid	Solyc03g112010.4	36.9457623379186	1	energy	gene	60
Succinic-acid	Solyc03g095310.3	35.373738357474046	1	energy	gene	60
Succinic-acid	Solyc09g082780.3	38.2134340240786	1	energy	gene	60
Succinic-acid	Solyc03g119660.2	37.09122469466562	1	energy	gene	60
Succinic-acid	Solyc05g023680.4	36.46973152008773	1	energy	gene	60
Succinic-acid	Solyc12g055970.3	40.467915598035454	1	energy	gene	60
Succinic-acid	Solyc06g061170.3	38.01675043736466	1	energy	gene	60
Succinic-acid	Solyc10g081970.2	36.4464980899018	1	energy	gene	60
Succinic-acid	Solyc02g077130.2	36.678635264725806	1	energy	gene	60
Succinic-acid	Solyc10g039210.4	39.33190227475028	1	energy	gene	60
Succinic-acid	Solyc06g069470.3	44.87111237548532	1	energy	gene	60
Succinic-acid	Solyc05g007950.4	43.53645726861356	1	energy	gene	60
Succinic-acid	Solyc01g107460.2	36.93394602294498	1	energy	gene	60
Succinic-acid	Solyc01g014373.1	37.98224384242849	1	energy	gene	60
Succinic-acid	Solyc10g007030.2	37.2768281833854	1	energy	gene	60
Succinic-acid	Solyc04g080040.3	47.45991008425101	1	energy	gene	60
Succinic-acid	L-Arginine	35.10047503658998	1	energy	energy	60
Succinic-acid	Solyc02g078930.3	36.02466625938043	1	energy	gene	60
Succinic-acid	Solyc09g074280.1	35.08250272349199	1	energy	gene	60
Succinic-acid	Solyc01g007800.3	35.01820174112965	1	energy	TF	60
Succinic-acid	Solyc02g070430.3	37.586778257484326	1	energy	gene	60
Succinic-acid	Solyc10g006330.3	36.278435801322495	1	energy	gene	60
Succinic-acid	Solyc06g072360.3	39.8826120965676	1	energy	TF	60
Succinic-acid	Solyc12g055980.1	41.667555905043976	1	energy	gene	60
Succinic-acid	Solyc09g011660.3	49.03234005826591	1	energy	gene	60
Succinic-acid	Solyc03g080020.4	49.68610977052401	1	energy	gene	60
Succinic-acid	Solyc12g011410.1	37.540323310923895	1	energy	gene	60
Succinic-acid	novel.3538	41.60983382989402	1	energy	gene	60
Succinic-acid	Solyc05g008220.4	39.90661932178087	1	energy	gene	60
Succinic-acid	Solyc03g098730.1	41.52892572611981	1	energy	gene	60
Succinic-acid	Solyc10g045100.2	41.752137996217925	1	energy	gene	60
Succinic-acid	Solyc07g150102.1	36.12159751636968	1	energy	gene	60
Succinic-acid	Solyc09g059460.4	39.77804363588108	1	energy	gene	60
Succinic-acid	Solyc01g014105.1	37.516346413530094	1	energy	gene	60
Succinic-acid	Solyc03g114450.3	37.68174441715944	1	energy	gene	60
Phosphoenolpyruvic-acid	Solyc08g150139.1	37.73754054191777	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc12g089385.1	42.93062921937079	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc09g007560.4	36.71362007418013	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc11g072330.2	36.49685921642217	1	energy	TF	62
Phosphoenolpyruvic-acid	Solyc02g064960.3	37.0303390557176	1	energy	TF	62
Phosphoenolpyruvic-acid	Solyc06g062290.1	56.72180090931364	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc05g005940.3	45.74779812756357	1	energy	gene	62
Phosphoenolpyruvic-acid	novel.3584	39.32689269201679	1	energy	gene	62
Phosphoenolpyruvic-acid	novel.3487	36.68610249438581	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc02g090430.3	37.04901851673653	1	energy	gene	62
Phosphoenolpyruvic-acid	novel.3595	43.69689812638928	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc05g013300.1	45.31381786368919	1	energy	gene	62
Phosphoenolpyruvic-acid	novel.1452	35.26420255133814	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc06g006020.3	41.0372828162789	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc05g006570.1	38.83579208939864	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc01g097630.3	40.78611318919563	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc07g032080.3	43.33299075155641	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc03g117430.3	38.40900130753299	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc12g008510.2	45.82178636041836	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc06g062690.4	35.682623227442456	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc04g055200.3	36.16661667645589	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc01g109090.2	38.5464073937078	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc01g008500.4	35.68480196015351	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc03g083400.3	40.222646036506056	1	energy	TR	62
Phosphoenolpyruvic-acid	novel.2433	58.38088286899804	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc11g061720.1	38.72761528488907	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc08g082130.3	37.16207417357442	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc12g036340.1	45.93210523883043	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc07g047790.3	43.50105512088036	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc01g105090.3	38.51173356119582	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc04g057940.4	38.55844585370126	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc01g112190.3	40.83968716633076	1	energy	TF	62
Phosphoenolpyruvic-acid	Solyc03g007200.2	45.5483303161973	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc08g081530.3	36.55536623112468	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc08g074970.1	45.5332464058892	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc10g051373.1	39.62439027016143	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc06g006017.1	46.048683646268415	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc10g076710.3	40.67489236246062	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc02g085360.4	40.04407418207697	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc08g008670.3	44.17961932089508	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc03g078720.4	35.01769421970396	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc02g092860.3	44.93260310054761	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc09g075940.3	47.33318460919018	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc08g005450.3	38.38449327220978	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc03g112880.1	35.13436851526176	1	energy	gene	62
Phosphoenolpyruvic-acid	novel.934	39.47550562677919	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc03g111930.4	44.66992373702789	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc01g096550.3	39.694940125931865	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc10g005820.3	37.43175324906504	1	energy	gene	62
Phosphoenolpyruvic-acid	2-Phospho-D-glycerate	79.1976207541031	1	energy	energy	62
Phosphoenolpyruvic-acid	Solyc02g078150.4	35.241213509834175	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc08g016670.3	35.85216351790402	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc01g094940.4	35.92731196077525	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc09g009540.4	45.0524451402224	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc08g081490.4	44.86543813381087	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc07g055180.3	50.41383611776072	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc04g016230.4	44.54965468990289	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc07g007020.3	35.85543673811044	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc07g061740.4	39.54571638292217	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc01g006300.3	41.29174691299215	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc04g078390.3	51.09846066769579	1	energy	gene	62
Phosphoenolpyruvic-acid	Solyc10g075107.1	45.13325558655369	1	energy	gene	62
ADP	Solyc07g053820.3	38.524769296889154	1	energy	gene	103
ADP	Solyc07g005280.3	55.09447020880787	1	energy	gene	103
ADP	Solyc03g033950.4	36.63289208200351	1	energy	gene	103
ADP	Solyc01g109600.4	48.82733932568808	1	energy	gene	103
ADP	novel.4448	35.4768258373434	1	energy	gene	103
ADP	Solyc07g006910.4	35.51534270105733	1	energy	gene	103
ADP	Solyc09g010640.2	39.19726795190196	1	energy	gene	103
ADP	Solyc08g080960.4	36.66196083954421	1	energy	gene	103
ADP	Solyc12g011440.2	40.49559333195808	1	energy	gene	103
ADP	Solyc03g120910.4	40.50254988960248	1	energy	TF	103
ADP	Solyc07g049680.4	36.91501268382479	1	energy	gene	103
ADP	Solyc03g007800.3	37.54058852036101	1	energy	gene	103
ADP	ATP	82.07866337477667	1	energy	energy	103
ADP	Solyc08g082250.3	41.2453057067546	1	energy	gene	103
ADP	Solyc06g073600.4	43.389411461309166	1	energy	gene	103
ADP	Solyc04g078540.4	38.05357738642078	1	energy	gene	103
ADP	Solyc01g099270.2	38.02095006303327	1	energy	gene	103
ADP	Solyc08g067020.4	35.635190149774786	1	energy	gene	103
ADP	Solyc11g021060.2	36.81194726661231	1	energy	gene	103
ADP	Solyc10g085660.3	45.14748210044494	1	energy	gene	103
ADP	Solyc11g008280.3	35.57575943970038	1	energy	gene	103
ADP	Solyc10g078220.2	39.77443490230232	1	energy	gene	103
ADP	Solyc05g056020.3	37.59195845297626	1	energy	gene	103
ADP	Solyc12g089100.2	39.66156467933071	1	energy	gene	103
ADP	Solyc07g006220.2	35.562094249901385	1	energy	gene	103
ADP	Solyc03g058920.3	35.98789042625646	1	energy	gene	103
ADP	Solyc05g010810.1	38.7466318701473	1	energy	gene	103
ADP	Solyc07g053480.4	45.26004318491201	1	energy	gene	103
ADP	Solyc03g083350.3	39.13857412335194	1	energy	gene	103
ADP	Solyc05g005100.4	35.41960513909902	1	energy	gene	103
ADP	Solyc03g113760.3	37.64999242904732	1	energy	TF	103
ADP	Solyc01g088390.3	36.01956718851314	1	energy	gene	103
ADP	Solyc04g024430.3	36.14609316505519	1	energy	gene	103
ADP	Solyc02g092370.1	36.15097499007447	1	energy	TF	103
ADP	Solyc04g082430.3	35.552025343218894	1	energy	gene	103
ADP	Solyc06g071900.3	48.509538820677086	1	energy	gene	103
ADP	Solyc01g099410.3	37.07272806150084	1	energy	gene	103
ADP	Solyc03g121320.3	36.95029407803397	1	energy	gene	103
ADP	Solyc09g015170.4	40.64015780626459	1	energy	gene	103
ADP	Solyc01g006500.4	44.96195684483583	1	energy	gene	103
ADP	Solyc09g064860.3	40.71882788930009	1	energy	gene	103
ADP	Solyc02g084340.3	41.64348704206529	1	energy	gene	103
ADP	Solyc04g077850.3	35.54905448032129	1	energy	gene	103
ADP	Solyc10g005770.4	45.13385022724658	1	energy	gene	103
ADP	Solyc04g079640.3	35.05262768349607	1	energy	gene	103
ADP	Solyc11g064790.2	40.23084329915011	1	energy	gene	103
ADP	Solyc05g054430.4	35.97818843938841	1	energy	gene	103
ADP	Solyc04g008290.4	41.76672037954728	1	energy	gene	103
ADP	Solyc03g083030.3	37.12794103133105	1	energy	gene	103
ADP	Solyc06g005560.4	43.33001545968077	1	energy	gene	103
ADP	Solyc03g083900.4	36.24983305599997	1	energy	gene	103
ADP	Solyc03g114760.3	38.49754823839841	1	energy	gene	103
ADP	Solyc01g087470.3	39.60737913591076	1	energy	gene	103
ADP	Solyc05g014540.3	35.937890974986715	1	energy	gene	103
ADP	Solyc04g049450.3	35.810309404318936	1	energy	gene	103
ADP	Solyc06g073660.3	45.73925345835961	1	energy	gene	103
ADP	Solyc04g082160.4	36.244566357319634	1	energy	gene	103
ADP	Solyc10g080740.2	42.77531919967341	1	energy	gene	103
ADP	Solyc03g121070.3	42.788641965772975	1	energy	gene	103
ADP	Solyc04g045620.3	40.10700884135613	1	energy	gene	103
ADP	Solyc06g053300.3	35.07417779922554	1	energy	gene	103
ADP	Solyc01g096810.3	49.587761539070144	1	energy	TF	103
ADP	Solyc03g121580.3	35.80627231279636	1	energy	gene	103
ADP	Solyc09g007870.3	37.27289225835717	1	energy	gene	103
ADP	Solyc04g008980.3	36.4891646626213	1	energy	gene	103
ADP	Solyc01g009040.4	35.92037489628186	1	energy	gene	103
ADP	Solyc10g086190.3	50.74694474024682	1	energy	gene	103
ADP	Solyc04g075000.1	37.3259909719314	1	energy	gene	103
ADP	Solyc10g081440.2	46.65858681745812	1	energy	gene	103
ADP	Solyc07g063520.3	35.15481208814379	1	energy	gene	103
ADP	Solyc01g110130.3	37.403074827032334	1	energy	gene	103
ADP	Solyc08g082200.3	42.2971686031777	1	energy	gene	103
ADP	Solyc02g083320.3	38.34138234163471	1	energy	gene	103
ADP	Solyc03g096890.3	35.84784039892191	1	energy	gene	103
ADP	Solyc07g065710.3	50.00412389820913	1	energy	gene	103
ADP	Solyc10g018870.2	42.366509284780285	1	energy	gene	103
ADP	Solyc08g066730.3	41.96995963502479	1	energy	gene	103
ADP	Solyc12g044910.2	35.17979571180062	1	energy	gene	103
ADP	Solyc01g105010.3	38.49154866737308	1	energy	gene	103
ADP	Solyc09g011380.3	36.37123298418987	1	energy	TF	103
ADP	novel.1140	35.18556997706445	1	energy	gene	103
ADP	Solyc09g091650.3	36.273520750721616	1	energy	gene	103
ADP	Solyc02g068740.3	37.36009156872106	1	energy	gene	103
ADP	Solyc11g005670.2	38.2774722322202	1	energy	gene	103
ADP	Acetyl-CoA	42.48107855074768	1	energy	energy	103
ADP	Solyc01g009170.4	37.765026005766906	1	energy	TF	103
ADP	Solyc07g005020.3	36.21300162886981	1	energy	gene	103
ADP	Solyc12g056250.2	37.88966625234407	1	energy	gene	103
ADP	Solyc03g005750.3	36.17909279122739	1	energy	gene	103
ADP	Solyc10g055597.1	35.66973807256938	1	energy	gene	103
